CowID,Lact,DIM,Cow Sold,Herd Sold,Cow Shortloss,Herd Shortloss,Cow Longloss,Herd Longloss,Cow Failure,Herd Failure,Cow Recurred,Herd Recurred,Cow Quality
N16023186,1,262,12.0,51,13.0,49,10.0,51,60.0,48,23.0,47,1
N16023186,2,9,61.0,51,63.0,49,60.0,51,50.0,48,54.0,47,3
N16023186,2,277,15.0,51,26.0,49,25.0,51,24.0,48,22.0,47,1
N16023193,4,6,61.0,51,61.0,49,63.0,51,33.0,48,50.0,47,3
N16023199,5,158,18.0,51,28.0,49,34.0,51,22.0,48,28.0,47,2
N16023207,1,142,13.0,51,25.0,49,18.0,51,62.0,48,36.0,47,2
N17003225,1,173,12.0,51,14.0,49,9.0,51,51.0,48,26.0,47,1
N17003225,1,189,15.0,51,18.0,49,14.0,51,49.0,48,31.0,47,2
N17003225,1,210,15.0,51,20.0,49,19.0,51,48.0,48,36.0,47,2
N17003234,1,6,24.0,51,29.0,49,19.0,51,62.0,48,38.0,47,2
N17003235,1,3,60.0,51,56.0,49,58.0,51,49.0,48,34.0,47,3
N17003235,1,8,60.0,51,59.0,49,58.0,51,47.0,48,37.0,47,3
N17003236,2,9,28.0,51,23.0,49,23.0,51,61.0,48,43.0,47,2
N17003237,2,49,31.0,51,20.0,49,16.0,51,39.0,48,41.0,47,2
N17003243,3,16,50.0,51,44.0,49,35.0,51,45.0,48,53.0,47,3
N17003244,1,5,60.0,51,59.0,49,58.0,51,49.0,48,43.0,47,3
N17003259,2,137,19.0,51,37.0,49,33.0,51,59.0,48,41.0,47,2
N17003262,3,13,61.0,51,66.0,49,61.0,51,42.0,48,54.0,47,3
N17003262,3,34,62.0,51,69.0,49,72.0,51,44.0,48,60.0,47,4
N17003263,3,162,67.0,51,45.0,49,52.0,51,31.0,48,40.0,47,3
N17003263,3,200,69.0,51,60.0,49,69.0,51,37.0,48,49.0,47,3
N17003263,3,216,23.0,51,44.0,49,49.0,51,51.0,48,58.0,47,3
N17003263,3,240,23.0,51,46.0,49,60.0,51,53.0,48,61.0,47,3
N17003264,1,49,42.0,51,26.0,49,20.0,51,20.0,48,23.0,47,2
N17018045,2,123,45.0,51,23.0,49,17.0,51,44.0,48,36.0,47,2
N17018049,1,262,61.0,51,41.0,49,39.0,51,44.0,48,35.0,47,3
N17018055,2,348,9.0,51,13.0,49,22.0,51,30.0,48,5.0,47,1
N17018055,3,229,15.0,51,28.0,49,27.0,51,57.0,48,26.0,47,1
N17018058,1,134,27.0,51,24.0,49,13.0,51,38.0,48,40.0,47,2
N17018058,2,108,58.0,51,44.0,49,43.0,51,49.0,48,47.0,47,3
N17018061,3,363,57.0,51,35.0,49,31.0,51,41.0,48,25.0,47,3
N17018070,2,55,34.0,51,25.0,49,24.0,51,54.0,48,49.0,47,2
N17018070,3,52,42.0,51,48.0,49,47.0,51,54.0,48,61.0,47,3
N17035986,1,9,24.0,51,19.0,49,13.0,51,50.0,48,36.0,47,2
N17035986,3,155,16.0,51,32.0,49,36.0,51,39.0,48,38.0,47,2
N17035992,3,133,17.0,51,25.0,49,25.0,51,59.0,48,45.0,47,2
N17035995,1,4,25.0,51,29.0,49,18.0,51,38.0,48,40.0,47,2
N17035995,1,15,38.0,51,45.0,49,34.0,51,34.0,48,47.0,47,2
N17035997,1,8,23.0,51,17.0,49,10.0,51,61.0,48,29.0,47,1
N17035998,1,19,24.0,51,23.0,49,13.0,51,35.0,48,44.0,47,2
N17036000,1,42,57.0,51,61.0,49,53.0,51,28.0,48,33.0,47,3
N17036000,1,61,66.0,51,63.0,49,65.0,51,43.0,48,45.0,47,3
N17036002,1,10,27.0,51,33.0,49,18.0,51,36.0,48,41.0,47,2
N17036020,2,215,16.0,51,22.0,49,23.0,51,37.0,48,33.0,47,2
N17036021,1,13,21.0,51,15.0,49,10.0,51,56.0,48,32.0,47,2
N18001996,3,159,13.0,51,21.0,49,24.0,51,53.0,48,36.0,47,2
N18001996,3,195,12.0,51,30.0,49,33.0,51,51.0,48,34.0,47,2
N18001996,3,201,10.0,51,30.0,49,33.0,51,61.0,48,30.0,47,2
N18002018,3,333,10.0,51,66.0,49,31.0,51,24.0,48,6.0,47,3
N18002058,2,48,32.0,51,21.0,49,24.0,51,32.0,48,39.0,47,2
N18002066,2,22,34.0,51,27.0,49,27.0,51,43.0,48,41.0,47,2
N18002066,2,86,20.0,51,38.0,49,38.0,51,39.0,48,48.0,47,2
N18002066,2,115,20.0,51,30.0,49,38.0,51,39.0,48,56.0,47,3
N18002066,2,126,19.0,51,31.0,49,45.0,51,33.0,48,60.0,47,3
N18008159,2,201,52.0,51,36.0,49,30.0,51,53.0,48,46.0,47,3
N18008162,2,21,35.0,51,36.0,49,27.0,51,39.0,48,47.0,47,2
N18008162,2,122,58.0,51,38.0,49,45.0,51,43.0,48,52.0,47,3
N18022042,1,10,19.0,51,15.0,49,10.0,51,59.0,48,37.0,47,2
N18022044,2,6,38.0,51,29.0,49,23.0,51,32.0,48,34.0,47,2
N18022051,1,57,23.0,51,14.0,49,10.0,51,36.0,48,31.0,47,2
N18022051,1,114,41.0,51,27.0,49,20.0,51,32.0,48,37.0,47,2
N18022070,1,13,21.0,51,12.0,49,10.0,51,30.0,48,26.0,47,1
N18022076,1,421,51.0,51,20.0,49,13.0,51,40.0,48,17.0,47,3
N19024721,2,193,15.0,51,18.0,49,22.0,51,35.0,48,32.0,47,2
N19024766,1,142,12.0,51,17.0,49,13.0,51,45.0,48,27.0,47,1
N19024766,1,155,14.0,51,23.0,49,18.0,51,61.0,48,31.0,47,2
N19024772,1,4,22.0,51,19.0,49,11.0,51,47.0,48,28.0,47,1
N19024772,1,12,34.0,51,37.0,49,23.0,51,54.0,48,38.0,47,2
N19024772,1,18,35.0,51,37.0,49,23.0,51,49.0,48,43.0,47,2
N19024772,1,41,42.0,51,44.0,49,36.0,51,54.0,48,55.0,47,3
N19024772,1,51,47.0,51,59.0,49,55.0,51,54.0,48,60.0,47,3
N19024778,1,45,23.0,51,23.0,49,14.0,51,52.0,48,40.0,47,2
N19024786,2,274,18.0,51,18.0,49,19.0,51,32.0,48,25.0,47,1
N19024786,2,346,18.0,51,36.0,49,34.0,51,39.0,48,26.0,47,2
N20019051,2,123,43.0,51,28.0,49,21.0,51,58.0,48,40.0,47,2
N20019057,1,11,26.0,51,17.0,49,12.0,51,31.0,48,28.0,47,1
N20019059,1,87,36.0,51,39.0,49,22.0,51,59.0,48,43.0,47,2
N20019078,1,438,20.0,51,63.0,49,27.0,51,28.0,48,7.0,47,3
N20019142,1,8,39.0,51,27.0,49,23.0,51,28.0,48,25.0,47,2
N20019146,1,2,61.0,51,53.0,49,55.0,51,27.0,48,28.0,47,3
N20019147,1,46,32.0,51,24.0,49,16.0,51,34.0,48,29.0,47,2
N20019152,1,20,42.0,51,31.0,49,20.0,51,45.0,48,31.0,47,2
N98314315,6,296,24.0,51,56.0,49,61.0,51,53.0,48,45.0,47,3
N98314315,6,304,24.0,51,63.0,49,66.0,51,65.0,48,53.0,47,3
N98314315,6,336,22.0,51,60.0,49,68.0,51,58.0,48,48.0,47,3
